Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,description
1060,Cabrillo National Monument,Park,4.8,11538.0,"Park, Historical place, Monument, Tourist attraction","Cabrillo National Monument, 1800 Cabrillo Memorial Dr, San Diego, CA 92106",San-diego,USA,CA,,Nature,55382.4,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Cabrillo National Monument in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1061,Waterfront Park,Park,4.7,8946.0,"Park, Tourist attraction","Waterfront Pk, 1600 Pacific Hwy, San Diego, CA 92101",San-diego,USA,CA,,Nature,42046.2,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Waterfront Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1062,Japanese Friendship Garden and Museum,Garden,4.6,8420.0,"Garden, Cultural center, Historical landmark, Non-profit organization, Tourist attraction","Japanese Friendship Garden and Museum, 2215 Pan American E Rd, San Diego, CA 92101",San-diego,USA,CA,,Nature,38732.0,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Japanese Friendship Garden and Museum in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1063,Sunset Cliffs Natural Park,Park,4.8,7266.0,"Park, Tourist attraction","Sunset Cliffs Natural Park, Ladera St, San Diego, CA 92107",San-diego,USA,CA,,Nature,34876.8,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Sunset Cliffs Natural Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1064,Mission Beach Park,Park,4.7,6777.0,"Park, Beach pavillion, Public beach, Tourist attraction","Mission Bch Pk, 3000 Mission Blvd, San Diego, CA 92109",San-diego,USA,CA,,Nature,31851.9,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Mission Beach Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1065,San Diego Air & Space Museum,Museum,4.6,4976.0,"Museum, Event venue, Historical landmark, Tourist attraction, Wedding venue","San Diego Air & Space Museum, 2001 Pan American Plaza, San Diego, CA 92101",San-diego,USA,CA,,Cultural,22889.6,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","San Diego Air & Space Museum in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1066,Chicano Park,Park,4.6,4257.0,"Park, Memorial park, Tourist attraction","Chicano Pk, San Diego, CA 92113",San-diego,USA,CA,,Nature,19582.2,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Chicano Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1067,Museum of Us,Museum,4.3,2308.0,"Museum, Historical landmark, Tourist attraction, Wedding venue","Museum of Us, 1350 El Prado, San Diego, CA 92101",San-diego,USA,CA,,Cultural,9924.4,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","Museum of Us in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1068,The San Diego Museum of Art,Art museum,4.6,2285.0,"Art museum, Tourist attraction","The San Diego Museum of Art, 1450 El Prado, San Diego, CA 92102",San-diego,USA,CA,,Cultural,10511.0,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","The San Diego Museum of Art in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1069,Tuna Harbor Park,Park,4.7,2064.0,"Park, Tourist attraction","Tuna Harbor Pk, 3 Tuna Ln, San Diego, CA 92101",San-diego,USA,CA,,Nature,9700.8,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Tuna Harbor Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1070,Whaley House Museum,History museum,4.4,1999.0,"History museum, Haunted house, Historical landmark, Museum, Tourist attraction","Whaley House Museum, 2476 San Diego Ave, San Diego, CA 92110",San-diego,USA,CA,,Cultural,8795.6,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","Whaley House Museum in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1071,Harbor Island Park,Park,4.7,1854.0,"Park, City park, Tourist attraction","Harbor Island Pk, 1875 Harbor Island Dr, San Diego, CA 92101",San-diego,USA,CA,,Nature,8713.800000000001,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Harbor Island Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1072,Ski Beach Park,Park,4.6,1752.0,"Park, Public beach, Tourist attraction","Ski Beach Park, 1600 Vacation Rd, San Diego, CA 92109",San-diego,USA,CA,,Nature,8059.2,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Ski Beach Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1073,San Diego Automotive Museum,Museum,4.4,1739.0,"Museum, Tourist attraction","San Diego Automotive Museum, 2080 Pan American Plaza, San Diego, CA 92101",San-diego,USA,CA,,Cultural,7651.6,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","San Diego Automotive Museum in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1074,Presidio Park,Park,4.6,1717.0,"Park, Recreation center, Tourist attraction","Presidio Park, 2811 Jackson St, San Diego, CA 92110",San-diego,USA,CA,,Nature,7898.2,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Presidio Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1075,Point Loma Tide Pools,Hiking area,4.8,1502.0,"Hiking area, Tourist attraction","Point Loma Tide Pools, Lands End Road, San Diego, CA 92106",San-diego,USA,CA,,Nature,7209.599999999999,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Point Loma Tide Pools in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1076,Maritime Museum of San Diego at Star of India Wharf,Museum,4.8,1332.0,"Museum, Tourist attraction","Maritime Museum of San Diego at Star of India Wharf, 1492 N Harbor Dr, San Diego, CA 92101",San-diego,USA,CA,,Cultural,6393.599999999999,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","Maritime Museum of San Diego at Star of India Wharf in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1077,Fiesta Island,Park,4.6,1275.0,"Park, Public beach, Tourist attraction","Fiesta Island, 1590 E Mission Bay Dr., San Diego, CA 92109",San-diego,USA,CA,,Nature,5865.0,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Fiesta Island in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1078,Inez Grant Parker Memorial Rose Garden,Garden,4.8,1063.0,"Garden, Tourist attraction","Inez Grant Parker Memorial Rose Garden, 2125 Park Blvd, San Diego, CA 92101",San-diego,USA,CA,,Nature,5102.4,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Inez Grant Parker Memorial Rose Garden in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1079,San Diego Model Railroad Museum,Museum,4.7,1040.0,"Museum, Tourist attraction","San Diego Model Railroad Museum, 1649 El Prado, San Diego, CA 92101",San-diego,USA,CA,,Cultural,4888.0,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","San Diego Model Railroad Museum in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1080,Mission Point Park,Park,4.7,1009.0,"Park, Tourist attraction","Mission Point Park, 2600 Bayside Ln, San Diego, CA 92109",San-diego,USA,CA,,Nature,4742.3,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Mission Point Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1081,Living Coast Discovery Center,Aquarium,4.6,890.0,"Aquarium, Bird watching area, Event venue, Nature preserve, Tourist attraction, Wedding venue, Wildlife refuge","Living Coast Discovery Center, 1000 Gunpowder Point Dr, Chula Vista, CA 91910",San-diego,USA,CA,,Entertainment,4094.0,4.54,"Los-angeles, Sacramento, San-diego, San-francisco","Living Coast Discovery Center in San-diego, CA is a fun-filled destination with exciting activities and entertainment options."
1082,Alcazar Garden,Garden,4.7,821.0,"Garden, Tourist attraction","Alcazar Garden, 1363 El Prado, San Diego, CA 92101",San-diego,USA,CA,,Nature,3858.7,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Alcazar Garden in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1083,Golden Hill Park,Park,4.6,668.0,"Park, Entertainment, Tourist attraction","Golden Hill Pk, 2590-2596 Golden Hill Dr, San Diego, CA 92102",San-diego,USA,CA,,Nature,3072.8,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Golden Hill Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1084,Broadway Pier,Tourist attraction,4.6,462.0,Tourist attraction,"Broadway Pier, 1000 N Harbor Dr, San Diego, CA 92132",San-diego,USA,CA,,Entertainment,2125.2,4.54,"Los-angeles, Sacramento, San-diego, San-francisco","Broadway Pier in San-diego, CA is a fun-filled destination with exciting activities and entertainment options."
1085,Harper's Topiary Garden,Garden,4.5,364.0,"Garden, Tourist attraction","Harper's Topiary Garden, 3549 Union St, San Diego, CA 92103",San-diego,USA,CA,,Nature,1638.0,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Harper's Topiary Garden in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1086,California Tower,Historical landmark,4.7,327.0,"Historical landmark, Tourist attraction, Wedding venue","California Tower, 1350 El Prado, San Diego, CA 92101",San-diego,USA,CA,,Cultural,1536.9,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","California Tower in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1087,Old Town San Diego,Tourist attraction,4.7,254.0,Tourist attraction,"Old Town San Diego, 2829 Juan St, San Diego, CA 92110",San-diego,USA,CA,,Entertainment,1193.8,4.54,"Los-angeles, Sacramento, San-diego, San-francisco","Old Town San Diego in San-diego, CA is a fun-filled destination with exciting activities and entertainment options."
1088,Sunset Point Park,Park,4.7,245.0,"Park, Tourist attraction","Sunset Point Park, 1400 Dana Landing Rd, San Diego, CA 92109",San-diego,USA,CA,,Nature,1151.5,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Sunset Point Park in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1089,Desert Garden,Park,4.7,222.0,"Park, Tourist attraction","Desert Garden, Zoo Pl, San Diego, CA 92104",San-diego,USA,CA,,Nature,1043.4,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Desert Garden in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1090,Junipero Serra Museum,History museum,4.5,200.0,"History museum, Museum, Tourist attraction","Junipero Serra Museum, 2727 Presidio Dr, San Diego, CA 92101",San-diego,USA,CA,,Cultural,900.0,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","Junipero Serra Museum in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1091,San Diego Chinese Historical Museum,History museum,4.4,132.0,"History museum, Museum, Tourist attraction","San Diego Chinese Historical Museum, 404 Third Ave, San Diego, CA 92101",San-diego,USA,CA,,Cultural,580.8000000000001,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","San Diego Chinese Historical Museum in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1092,Plaza de Panama,Park,4.7,110.0,"Park, Historical place, Landmark, Places of interest, Tourist attraction","Plaza de Panama, Balboa Park, El Prado, San Diego, CA 92101",San-diego,USA,CA,,Nature,517.0,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Plaza de Panama in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1093,Old Point Loma Lighthouse,Museum,4.8,2516.0,"Museum, Historical landmark","Old Point Loma Lighthouse, 1800 Cabrillo Memorial Dr, San Diego, CA 92106",San-diego,USA,CA,,Cultural,12076.8,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","Old Point Loma Lighthouse in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1094,Sunset Cliffs Cave,Tourist attraction,4.8,2206.0,"Tourist attraction, Hiking area","Sunset Cliffs Cave, 800-898 Sunset Cliffs Blvd, San Diego, CA 92107",San-diego,USA,CA,,Entertainment,10588.8,4.54,"Los-angeles, Sacramento, San-diego, San-francisco","Sunset Cliffs Cave in San-diego, CA is a fun-filled destination with exciting activities and entertainment options."
1095,Luscomb's Point,Scenic spot,4.8,854.0,"Scenic spot, Tourist attraction","Luscomb's Point, Sunset Cliffs Blvd, San Diego, CA 92107",San-diego,USA,CA,,Nature,4099.2,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Luscomb's Point in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1096,Little Italy Street Sign,Tourist attraction,4.5,83.0,Tourist attraction,"Little Italy Street Sign, 1731 India St, San Diego, CA 92101",San-diego,USA,CA,,Entertainment,373.5,4.54,"Los-angeles, Sacramento, San-diego, San-francisco","Little Italy Street Sign in San-diego, CA is a fun-filled destination with exciting activities and entertainment options."
1097,Dolphin Point,Tourist attraction,4.5,57.0,Tourist attraction,"Dolphin Point, 500 Sea World Dr., San Diego, CA 92109",San-diego,USA,CA,,Entertainment,256.5,4.54,"Los-angeles, Sacramento, San-diego, San-francisco","Dolphin Point in San-diego, CA is a fun-filled destination with exciting activities and entertainment options."
1098,Witches Tower,Historical landmark,4.1,54.0,"Historical landmark, Tourist attraction","Witches Tower, 2752 Presidio Dr, San Diego, CA 92103",San-diego,USA,CA,,Cultural,221.4,4.58,"Los-angeles, Sacramento, San-diego, San-francisco","Witches Tower in San-diego, CA offers a rich cultural experience, showcasing local heritage and history."
1099,Maple Canyon Open Space,Park,4.5,54.0,"Park, Nature preserve, Tourist attraction","Maple Canyon Open Space, San Diego, CA 92103",San-diego,USA,CA,,Nature,243.0,4.72,"Los-angeles, Sacramento, San-diego, San-francisco","Maple Canyon Open Space in San-diego, CA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1100,USS ALABAMA Battleship Memorial Park,Museum,4.8,15869.0,"Museum, Memorial park, Tourist attraction","USS ALABAMA Battleship Memorial Park, 2703 Battleship Pkwy, Mobile, AL 36602",Mobile,USA,AL,,Cultural,76171.2,4.76,"Mobile, Montgomery","USS ALABAMA Battleship Memorial Park in Mobile, AL offers a rich cultural experience, showcasing local heritage and history."
1101,Municipal (Langan) Park,Park,4.4,1702.0,"Park, Tourist attraction","Municipal (Langan) Park, 4901 Zeigler Blvd, Mobile, AL 36608",Mobile,USA,AL,,Nature,7488.8,4.49,"Mobile, Montgomery","Municipal (Langan) Park in Mobile, AL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1102,Bienville Square,Park,4.5,1591.0,"Park, Tourist attraction","Bienville Square, 150 Dauphin St, Mobile, AL 36607",Mobile,USA,AL,,Nature,7159.5,4.49,"Mobile, Montgomery","Bienville Square in Mobile, AL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1103,History Museum of Mobile,History museum,4.6,670.0,"History museum, Tourist attraction","History Museum of Mobile, 111 S Royal St, Mobile, AL 36602",Mobile,USA,AL,,Cultural,3081.9999999999995,4.76,"Mobile, Montgomery","History Museum of Mobile in Mobile, AL offers a rich cultural experience, showcasing local heritage and history."
1104,Mardi Gras Park,Park,4.5,667.0,"Park, Tourist attraction","Mardi Gras Park, 104-148 S Royal St, Mobile, AL 36602",Mobile,USA,AL,,Nature,3001.5,4.49,"Mobile, Montgomery","Mardi Gras Park in Mobile, AL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1105,Mobile Carnival Museum,Museum,4.7,651.0,Museum,"Mobile Carnival Museum, 355 Government St, Mobile, AL 36602",Mobile,USA,AL,,Cultural,3059.7000000000003,4.76,"Mobile, Montgomery","Mobile Carnival Museum in Mobile, AL offers a rich cultural experience, showcasing local heritage and history."
